SCO_id,positions_joined,GeneID,Entry.x,Reviewed.x,Entry Name.x,Protein names.x,Gene_Names_Original.x,Length.x,Gene Names (synonym).x,Entry.y,Reviewed.y,Entry Name.y,Protein names.y,Gene_Names_Original.y,Length.y,Gene Names (synonym).y,KEGG_ID,GO_Terms,GO_Count,Metabolic_Pathways,Pathway_Count,Regulating_TFs,TF_Count,Is_TF,Regulates_Genes,Target_Count,Has_UniProt,Has_KEGG,Has_GO,Has_Pathway,Has_TF_Regulation,Annotation_Score,In_Carbon_Metabolism,In_Amino_Acid_Metabolism,In_Secondary_Metabolism,In_Actinorhodin,In_Prodigiosin,In_Calcium_Dependent_Antibiotic,In_Coelimycin_P1,In_Methylenomycin,In_Desferrioxamine,Functional_Class
SCO6410,LIB#15:E1; LIB#15:F1,SCO6410,O69938,unreviewed,O69938_STRCO,DNa-binding protein,SCO6410 SC3C8.29,83.0,,O69938,unreviewed,O69938_STRCO,DNa-binding protein,SCO6410 SC3C8.29,83.0,,sco:SCO6410,GO:0003677,1,,0,"SCO0110,SCO5847",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6413,LIB#15:G1; LIB#15:H1,SCO6413,O69807,unreviewed,O69807_STRCO,DNA-binding protein,SCO6413 SC1A6.02,537.0,,O69807,unreviewed,O69807_STRCO,DNA-binding protein,SCO6413 SC1A6.02,537.0,,sco:SCO6413,,0,,0,SCO6413,1,True,SCO6413,1,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6422,LIB#15:A2; LIB#15:B2,SCO6422,O69816,unreviewed,O69816_STRCO,Putative two-component regulator (Two-component system regulatory protein),ecrE2 SCO6422 SC1A6.11,224.0,,O69816,unreviewed,O69816_STRCO,Putative two-component regulator (Two-component system regulatory protein),ecrE2 SCO6422 SC1A6.11,224.0,,sco:SCO6422,GO:0006355,1,,0,,0,True,"SCO2825,SCO7307,SCO7308",3,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6425,LIB#15:C2; LIB#15:D2,SCO6425,O69819,unreviewed,O69819_STRCO,HTH araC/xylS-type domain-containing protein,SCO6425 SC1A6.14,256.0,,O69819,unreviewed,O69819_STRCO,HTH araC/xylS-type domain-containing protein,SCO6425 SC1A6.14,256.0,,sco:SCO6425,GO:0003700;GO:0043565;GO:0006355,3,,0,"SCO0640,SCO4167,SCO6425,SCO7056",4,True,"SCO0097,SCO0933,SCO1084,SCO1649,SCO1650,SCO1744,SCO2468,SCO3060,SCO3083,SCO3120,SCO3121,SCO3375,SCO3376,SCO3472,SCO3474,SCO4189,SCO4190,SCO4265,SCO4266,SCO4597,SCO5104,SCO5743,SCO6425,SCO6426,SCO6809,SCO7139,SCO7140,SCO7350,SCO7351,SCO7463,SCO7496,SCO7497",32,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6448,LIB#15:E2; LIB#15:F2,SCO6448,Q9ZBG5,unreviewed,Q9ZBG5_STRCO,AraC-like transcriptional regulator,SCO6448 SC9B5.15,313.0,,Q9ZBG5,unreviewed,Q9ZBG5_STRCO,AraC-like transcriptional regulator,SCO6448 SC9B5.15,313.0,,sco:SCO6448,GO:0003700;GO:0043565;GO:0006355,3,,0,"SCO0875,SCO3522,SCO6448",3,True,"SCO6447,SCO6448",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6459,LIB#15:G2; LIB#15:H2,SCO6459,Q9ZBF4,unreviewed,Q9ZBF4_STRCO,Regulatory protein,SCO6459 SC9B5.26c,120.0,,Q9ZBF4,unreviewed,Q9ZBF4_STRCO,Regulatory protein,SCO6459 SC9B5.26c,120.0,,sco:SCO6459,GO:0003700;GO:0006355,2,,0,"SCO2143,SCO3144,SCO6003,SCO6459",4,True,"SCO5658,SCO5659,SCO6459,SCO6460,SCO6960,SCO6961",6,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6461,LIB#15:A3; LIB#15:B3,SCO6461,Q9ZBF2,unreviewed,Q9ZBF2_STRCO,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),SCO6461 SC9B5.28,490.0,,Q9ZBF2,unreviewed,Q9ZBF2_STRCO,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),SCO6461 SC9B5.28,490.0,,sco:SCO6461,GO:0006284;GO:0003700;GO:0043565;GO:0006355,4,Base excision repair - Streptomyces coelicolor (path:sco03410),1,"SCO0927,SCO4385,SCO5803,SCO7351",4,False,,0,False,True,True,True,False,3,False,False,False,False,False,False,False,False,False,
SCO6474,LIB#15:C3; LIB#15:D3,SCO6474,Q9ZBK0,unreviewed,Q9ZBK0_STRCO,Transcriptional regulator,SCO6474 SC9C7.10c,272.0,,Q9ZBK0,unreviewed,Q9ZBK0_STRCO,Transcriptional regulator,SCO6474 SC9C7.10c,272.0,,sco:SCO6474,GO:0003677,1,,0,"SCO0605,SCO0669,SCO1289,SCO2182,SCO3804,SCO4167,SCO5803,SCO5942,SCO7719",9,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6518,LIB#15:E3; LIB#15:F3,SCO6518,O86700,unreviewed,O86700_STRCO,Transcriptional regulator,SCO6518 SC5C7.03,160.0,,O86700,unreviewed,O86700_STRCO,Transcriptional regulator,SCO6518 SC5C7.03,160.0,,sco:SCO6518,GO:0003700;GO:0043565;GO:0006355,3,,0,,0,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6520,LIB#15:G3; LIB#15:H3,SCO6520,O86702,unreviewed,O86702_STRCO,RNA polymerase sigma factor,SCO6520 SC5C7.05,266.0,,O86702,unreviewed,O86702_STRCO,RNA polymerase sigma factor,SCO6520 SC5C7.05,266.0,,sco:SCO6520,GO:0003700;GO:0006352;GO:0006355,3,,0,SCO1289,1,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6537,LIB#15:A4; LIB#15:B4,SCO6537,O86719,unreviewed,O86719_STRCO,Conserved DNA-binding protein SC5C7.22c,SCO6537 SC5C7.22c,287.0,,O86719,unreviewed,O86719_STRCO,Conserved DNA-binding protein SC5C7.22c,SCO6537 SC5C7.22c,287.0,,sco:SCO6537,GO:0003677,1,,0,"SCO0927,SCO4482,SCO7433,SCO7552",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6539,LIB#15:C4; LIB#15:D4,SCO6539,O86721,unreviewed,O86721_STRCO,HTH cro/C1-type domain-containing protein,SCO6539 SC5C7.24c,272.0,,O86721,unreviewed,O86721_STRCO,HTH cro/C1-type domain-containing protein,SCO6539 SC5C7.24c,272.0,,sco:SCO6539,GO:0003677,1,,0,"SCO2280,SCO3201,SCO4167,SCO4482,SCO7351",5,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6554,LIB#15:E4; LIB#15:F4,SCO6554,Q9ZBW4,unreviewed,Q9ZBW4_STRCO,Transcriptional regulatory protein,SCO6554 SC4B5.04,327.0,,Q9ZBW4,unreviewed,Q9ZBW4_STRCO,Transcriptional regulatory protein,SCO6554 SC4B5.04,327.0,,sco:SCO6554,GO:0043565,1,,0,"SCO0640,SCO2869,SCO4450,SCO5082",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6555,LIB#15:G4; LIB#15:H4,SCO6555,Q9ZBW3,unreviewed,Q9ZBW3_STRCO,LysR-family transcriptional regulator,SCO6555 SC4B5.05c,292.0,,Q9ZBW3,unreviewed,Q9ZBW3_STRCO,LysR-family transcriptional regulator,SCO6555 SC4B5.05c,292.0,,sco:SCO6555,GO:0003700;GO:0006355,2,,0,SCO6555,1,True,"SCO1655,SCO2116,SCO5502,SCO5921,SCO6555,SCO6556",6,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6565,LIB#15:A5; LIB#15:B5,SCO6565,Q9ZBV3,unreviewed,Q9ZBV3_STRCO,Transcriptional regulator,SCO6565 SC4B5.15,225.0,,Q9ZBV3,unreviewed,Q9ZBV3_STRCO,Transcriptional regulator,SCO6565 SC4B5.15,225.0,,sco:SCO6565,GO:0003700;GO:0006355,2,,0,"SCO2846,SCO4020,SCO6358,SCO6565,SCO7694",5,True,"SCO0959,SCO0999,SCO1243,SCO1961,SCO2630,SCO2634,SCO3023,SCO3075,SCO3076,SCO3195,SCO3656,SCO3850,SCO3887,SCO3936,SCO3977,SCO4352,SCO4374,SCO4375,SCO4512,SCO4636,SCO4637,SCO5036,SCO5159,SCO5160,SCO5205,SCO5588,SCO6253,SCO6357,SCO6358,SCO6379,SCO6423,SCO6424,SCO6562,SCO6563,SCO6564,SCO6565,SCO6584,SCO6585,SCO6622,SCO6723,SCO6827,SCO7489,SCO7490,SCO7605",44,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6598,LIB#15:C5; LIB#15:D5,SCO6598,O87853,unreviewed,O87853_STRCO,Transcriptional regulator,SCO6598 SC8A6.19,346.0,,O87853,unreviewed,O87853_STRCO,Transcriptional regulator,SCO6598 SC8A6.19,346.0,,sco:SCO6598,GO:0003677;GO:0006355,2,,0,"SCO5082,SCO5552,SCO5574,SCO7554",4,True,SCO6595,1,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6599,LIB#15:E5; LIB#15:F5,SCO6599,O87854,unreviewed,O87854_STRCO,Transcriptional regulator,SCO6599 SC8A6.20c,217.0,,O87854,unreviewed,O87854_STRCO,Transcriptional regulator,SCO6599 SC8A6.20c,217.0,,sco:SCO6599,GO:0003677,1,,0,,0,True,"SCO0202,SCO0463,SCO1261,SCO1642,SCO1643,SCO2129,SCO2130,SCO2335,SCO2732,SCO2961,SCO3064,SCO5040,SCO5787,SCO5788,SCO6274,SCO6600,SCO6664,SCO7523,SCO7607,SCO7608",20,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6600,LIB#15:G5; LIB#15:H5,SCO6600,O87855,unreviewed,O87855_STRCO,Transcriptional regulator,SCO6600 SC8A6.21c,441.0,,O87855,unreviewed,O87855_STRCO,Transcriptional regulator,SCO6600 SC8A6.21c,441.0,,sco:SCO6600,,0,,0,"SCO0794,SCO4482,SCO6105,SCO6599",4,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6613,LIB#15:A6; LIB#15:B6,SCO6613,O86547,unreviewed,O86547_STRCO,HTH hxlR-type domain-containing protein,SCO6613 SC1F2.10,135.0,,O86547,unreviewed,O86547_STRCO,HTH hxlR-type domain-containing protein,SCO6613 SC1F2.10,135.0,,sco:SCO6613,,0,,0,"SCO3914,SCO4153,SCO4391,SCO6105",4,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6620,LIB#15:C6; LIB#15:D6,SCO6620,O86554,unreviewed,O86554_STRCO,HTH marR-type domain-containing protein,SCO6620 SC1F2.17,143.0,,O86554,unreviewed,O86554_STRCO,HTH marR-type domain-containing protein,SCO6620 SC1F2.17,143.0,,sco:SCO6620,GO:0003700;GO:0006355,2,,0,"SCO2209,SCO4336,SCO5209,SCO6620,SCO7142",5,True,"SCO6619,SCO6620",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6629,LIB#15:E6; LIB#15:F6,SCO6629,O86676,unreviewed,O86676_STRCO,HTH cro/C1-type domain-containing protein,SCO6629 SC4G2.03,277.0,,O86676,unreviewed,O86676_STRCO,HTH cro/C1-type domain-containing protein,SCO6629 SC4G2.03,277.0,,sco:SCO6629,GO:0003677,1,,0,"SCO4118,SCO7552",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6664,LIB#15:G6; LIB#15:H6,SCO6664,O88020,unreviewed,O88020_STRCO,Transcriptional regulator,SCO6664 SC5A7.14,301.0,,O88020,unreviewed,O88020_STRCO,Transcriptional regulator,SCO6664 SC5A7.14,301.0,,sco:SCO6664,GO:0003700;GO:0043565;GO:0006355,3,,0,"SCO1430,SCO4167,SCO6599,SCO7552",4,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6667,LIB#15:A7; LIB#15:B7,SCO6667,O88023,unreviewed,O88023_STRCO,Two-component regulator,SCO6667 SC5A7.17c,222.0,,O88023,unreviewed,O88023_STRCO,Two-component regulator,SCO6667 SC5A7.17c,222.0,,sco:SCO6667,GO:0006355,1,,0,"SCO2869,SCO3144,SCO7351",3,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6669,LIB#15:C7; LIB#15:D7,SCO6669,O88025,unreviewed,O88025_STRCO,Transcriptional regulator,SCO6669 SC5A7.19c,264.0,,O88025,unreviewed,O88025_STRCO,Transcriptional regulator,SCO6669 SC5A7.19c,264.0,,sco:SCO6669,GO:0003677;GO:0006355,2,,0,"SCO0421,SCO2192",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6675,LIB#15:E7; LIB#15:F7,SCO6675,O88031,unreviewed,O88031_STRCO,DNA-binding protein,SCO6675 SC5A7.25c,218.0,,O88031,unreviewed,O88031_STRCO,DNA-binding protein,SCO6675 SC5A7.25c,218.0,,sco:SCO6675,GO:0003677,1,,0,"SCO0605,SCO1289,SCO2792,SCO4020,SCO5803,SCO6675",6,True,"SCO0067,SCO0103,SCO0126,SCO0130,SCO0166,SCO0167,SCO0239,SCO0240,SCO0263,SCO0307,SCO0317,SCO0358,SCO0359,SCO0429,SCO0430,SCO0476,SCO0545,SCO0604,SCO0605,SCO0642,SCO0764,SCO0857,SCO0868,SCO0869,SCO0880,SCO0889,SCO0973,SCO1020,SCO1077,SCO1078,SCO1079,SCO1081,SCO1093,SCO1094,SCO1187,SCO1259,SCO1292,SCO1348,SCO1349,SCO1387,SCO1391,SCO1401,SCO1402,SCO1420,SCO1494,SCO1516,SCO1548,SCO1549,SCO1554,SCO1606,SCO1614,SCO1616,SCO1617,SCO1655,SCO1690,SCO1694,SCO1705,SCO1710,SCO1736,SCO1737,SCO1773,SCO1808,SCO1849,SCO1875,SCO1958,SCO2095,SCO2131,SCO2139,SCO2145,SCO2146,SCO2226,SCO2227,SCO2280,SCO2292,SCO2320,SCO2342,SCO2397,SCO2398,SCO2435,SCO2473,SCO2482,SCO2483,SCO2603,SCO2620,SCO2621,SCO2704,SCO2705,SCO2706,SCO2709,SCO2718,SCO2728,SCO2731,SCO2795,SCO2805,SCO2836,SCO2849,SCO2868,SCO2869,SCO2878,SCO2927,SCO2940,SCO2944,SCO2959,SCO2985,SCO3009,SCO3010,SCO3016,SCO3017,SCO3024,SCO3025,SCO3032,SCO3033,SCO3123,SCO3124,SCO3154,SCO3166,SCO3186,SCO3217,SCO3230,SCO3231,SCO3294,SCO3526,SCO3540,SCO3558,SCO3614,SCO3619,SCO3705,SCO3710,SCO3716,SCO3719,SCO3765,SCO3775,SCO3776,SCO3782,SCO3796,SCO3834,SCO3843,SCO3844,SCO3857,SCO3901,SCO3910,SCO3922,SCO3923,SCO3948,SCO3949,SCO3960,SCO3961,SCO3986,SCO4089,SCO4091,SCO4092,SCO4114,SCO4121,SCO4135,SCO4175,SCO4176,SCO4188,SCO4238,SCO4297,SCO4341,SCO4408,SCO4409,SCO4411,SCO4412,SCO4457,SCO4463,SCO4464,SCO4471,SCO4585,SCO4586,SCO4612,SCO4616,SCO4623,SCO4624,SCO4714,SCO4744,SCO4745,SCO4757,SCO4826,SCO4893,SCO4899,SCO4908,SCO4921,SCO4981,SCO5023,SCO5108,SCO5109,SCO5110,SCO5111,SCO5181,SCO5221,SCO5224,SCO5331,SCO5365,SCO5388,SCO5410,SCO5429,SCO5431,SCO5451,SCO5452,SCO5506,SCO5531,SCO5589,SCO5624,SCO5629,SCO5665,SCO5725,SCO5730,SCO5735,SCO5737,SCO5806,SCO5807,SCO5824,SCO5826,SCO5827,SCO5854,SCO5877,SCO5878,SCO5927,SCO5953,SCO5973,SCO5999,SCO6051,SCO6052,SCO6258,SCO6264,SCO6272,SCO6273,SCO6318,SCO6325,SCO6348,SCO6362,SCO6383,SCO6390,SCO6627,SCO6628,SCO6675,SCO6676,SCO6745,SCO6746,SCO6772,SCO6806,SCO6832,SCO6833,SCO6906,SCO6951,SCO6952,SCO6992,SCO6994,SCO6995,SCO7004,SCO7007,SCO7008,SCO7077,SCO7098,SCO7102,SCO7105,SCO7129,SCO7137,SCO7154,SCO7170,SCO7176,SCO7187,SCO7194,SCO7233,SCO7234,SCO7235,SCO7251,SCO7271,SCO7292,SCO7329,SCO7334,SCO7442,SCO7443,SCO7489,SCO7490,SCO7492,SCO7493,SCO7622,SCO7623,SCO7657,SCO7753,SCO7774,SCO7775,SCO7780,SCO7821",286,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6685,LIB#1:H7; LIB#1:H8,SCO6685,Q7AKE4,reviewed,RAMR_STRCO,Response regulator RamR (Transcriptional activator RamR),ramR SCO6685,202.0,,Q7AKE4,reviewed,RAMR_STRCO,Response regulator RamR (Transcriptional activator RamR),ramR SCO6685,202.0,,sco:SCO6685,GO:0006355,1,,0,"SCO2209,SCO3447,SCO5803",3,True,"SCO0129,SCO1872,SCO1873,SCO1935,SCO1936,SCO2304,SCO2305,SCO2685,SCO2813,SCO2814,SCO2821,SCO3122,SCO3123,SCO3229,SCO3230,SCO3332,SCO3333,SCO3537,SCO3623,SCO3624,SCO4075,SCO4121,SCO4122,SCO4733,SCO5074,SCO5075,SCO5128,SCO5129,SCO5159,SCO5160,SCO5308,SCO5309,SCO5558,SCO5658,SCO5659,SCO5786,SCO5814,SCO6219,SCO6404,SCO6680,SCO6681,SCO7018,SCO7077,SCO7433,SCO7434",45,False,True,True,False,True,3,False,False,False,False,False,False,False,False,False,
SCO6694,LIB#15:G7; LIB#15:H7,SCO6694,Q9XAN6,unreviewed,Q9XAN6_STRCO,Transcriptional regulator,SCO6694 SC4C6.04,204.0,,Q9XAN6,unreviewed,Q9XAN6_STRCO,Transcriptional regulator,SCO6694 SC4C6.04,204.0,,sco:SCO6694,GO:0003677,1,,0,"SCO5982,SCO6694,SCO7552,SCO7624",4,True,"SCO6693,SCO6694",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6704,LIB#1:H10; LIB#1:H9,SCO6704,Q9XAM6,unreviewed,Q9XAM6_STRCO,Transcriptional regulator,SCO6704 SC4C6.14,154.0,,Q9XAM6,unreviewed,Q9XAM6_STRCO,Transcriptional regulator,SCO6704 SC4C6.14,154.0,,sco:SCO6704,GO:0003700;GO:0006355,2,,0,"SCO1289,SCO5082,SCO6704",3,True,"SCO6703,SCO6704,SCO7424",3,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6713,LIB#15:A8; LIB#15:B8,SCO6713,Q9XAL7,unreviewed,Q9XAL7_STRCO,Transcriptional regulator,SCO6713 SC4C6.23,352.0,,Q9XAL7,unreviewed,Q9XAL7_STRCO,Transcriptional regulator,SCO6713 SC4C6.23,352.0,,sco:SCO6713,GO:0003677;GO:0006355,2,,0,"SCO0307,SCO1289,SCO4167,SCO7554",4,True,"SCO0716,SCO6665,SCO7386,SCO7559,SCO7560",5,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6715,LIB#15:C8; LIB#15:D8,SCO6715,Q9XAL5,unreviewed,Q9XAL5_STRCO,Transcriptional regulator WhiB,whiB SCO6715 SC4C6.25,81.0,,Q9XAL5,unreviewed,Q9XAL5_STRCO,Transcriptional regulator WhiB,whiB SCO6715 SC4C6.25,81.0,,sco:SCO6715,,0,,0,SCO2209,1,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6733,LIB#15:E8; LIB#15:F8,SCO6733,Q9X7N9,unreviewed,Q9X7N9_STRCO,Transcriptional regulator,SCO6733 SC5F2A.16c,251.0,,Q9X7N9,unreviewed,Q9X7N9_STRCO,Transcriptional regulator,SCO6733 SC5F2A.16c,251.0,,sco:SCO6733,GO:0003677;GO:0006355,2,,0,"SCO6733,SCO7086",2,True,"SCO0218,SCO0831,SCO1226,SCO1538,SCO1676,SCO1932,SCO1968,SCO2391,SCO2504,SCO2783,SCO2784,SCO3453,SCO3454,SCO3618,SCO3773,SCO3897,SCO3898,SCO4006,SCO4392,SCO4424,SCO4447,SCO4669,SCO4670,SCO4907,SCO5188,SCO5331,SCO5618,SCO6148,SCO6529,SCO6530,SCO6721,SCO6729,SCO6730,SCO6733,SCO6840,SCO6961,SCO6962,SCO7081,SCO7147,SCO7243,SCO7539,SCO7579,SCO7671,SCO7784",44,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6746,LIB#15:G8; LIB#15:H8,SCO6746,Q9X7Q2,unreviewed,Q9X7Q2_STRCO,Transcriptional regulator,SCO6746 SC5F2A.29,325.0,,Q9X7Q2,unreviewed,Q9X7Q2_STRCO,Transcriptional regulator,SCO6746 SC5F2A.29,325.0,,sco:SCO6746,GO:0003700;GO:0043565;GO:0006355,3,,0,"SCO0605,SCO1289,SCO2280,SCO4167,SCO6675,SCO7554",6,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6770,LIB#15:A9; LIB#15:B9,SCO6770,Q9X7W5,unreviewed,Q9X7W5_STRCO,DNA-binding protein,SCO6770 SC6A5.19,204.0,,Q9X7W5,unreviewed,Q9X7W5_STRCO,DNA-binding protein,SCO6770 SC6A5.19,204.0,,sco:SCO6770,,0,,0,"SCO0376,SCO1227,SCO4450,SCO6770",4,True,"SCO2941,SCO2942,SCO4697,SCO4984,SCO6769,SCO6770",6,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6775,LIB#15:C9; LIB#15:D9,SCO6775,Q9X7X0,unreviewed,Q9X7X0_STRCO,Transcriptional regulator,SCO6775 SC6A5.24c,206.0,,Q9X7X0,unreviewed,Q9X7X0_STRCO,Transcriptional regulator,SCO6775 SC6A5.24c,206.0,,sco:SCO6775,GO:0003677,1,,0,SCO0610,1,True,"SCO0800,SCO0801,SCO0805,SCO0806,SCO1417,SCO1835,SCO1836,SCO1994,SCO1995,SCO3321,SCO3468,SCO3974,SCO5201,SCO5384,SCO5385,SCO5448,SCO5483,SCO5484,SCO5879,SCO5880,SCO6299,SCO6300,SCO6348,SCO6623,SCO7054,SCO7055",26,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6778,LIB#15:E9; LIB#15:F9,SCO6778,Q9X7X3,unreviewed,Q9X7X3_STRCO,Transcriptional regulator,SCO6778 SC6A5.27c,228.0,,Q9X7X3,unreviewed,Q9X7X3_STRCO,Transcriptional regulator,SCO6778 SC6A5.27c,228.0,,sco:SCO6778,GO:0003677,1,,0,"SCO4421,SCO6778,SCO7142",3,True,"SCO6778,SCO6779",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6781,LIB#15:G9; LIB#15:H9,SCO6781,Q9X7X6,unreviewed,Q9X7X6_STRCO,Regulatory protein,SCO6781 SC6A5.30c,404.0,,Q9X7X6,unreviewed,Q9X7X6_STRCO,Regulatory protein,SCO6781 SC6A5.30c,404.0,,sco:SCO6781,GO:0003677,1,,0,SCO5082,1,True,"SCO6779,SCO6780",2,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6784,LIB#15:A10; LIB#15:B10,SCO6784,Q9X7X9,unreviewed,Q9X7X9_STRCO,Regulatory protein,SCO6784 SC6A5.33c,223.0,,Q9X7X9,unreviewed,Q9X7X9_STRCO,Regulatory protein,SCO6784 SC6A5.33c,223.0,,sco:SCO6784,GO:0003677,1,,0,"SCO1289,SCO3694,SCO6784,SCO7351",4,True,"SCO0238,SCO0343,SCO0344,SCO0572,SCO0967,SCO1093,SCO1428,SCO1494,SCO2004,SCO2005,SCO2008,SCO2099,SCO2255,SCO2648,SCO2775,SCO2776,SCO2990,SCO2991,SCO3051,SCO3052,SCO3444,SCO3593,SCO3696,SCO4205,SCO4236,SCO4446,SCO4515,SCO4762,SCO4800,SCO5203,SCO5300,SCO5301,SCO5478,SCO5722,SCO5810,SCO5811,SCO6231,SCO6714,SCO6784,SCO6785,SCO6822,SCO6852,SCO6853,SCO7358,SCO7539",45,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6792,LIB#15:C10; LIB#15:D10,SCO6792,Q9L240,unreviewed,Q9L240_STRCO,TetR-family transcriptional regulator,SCO6792 SC1A2.01,198.0,,Q9L240,unreviewed,Q9L240_STRCO,TetR-family transcriptional regulator,SCO6792 SC1A2.01,198.0,,sco:SCO6792,GO:0003677,1,,0,"SCO4421,SCO6792",2,True,"SCO0668,SCO0669,SCO1484,SCO1640,SCO1688,SCO1689,SCO2059,SCO2060,SCO2423,SCO2977,SCO3452,SCO3453,SCO3594,SCO3994,SCO3995,SCO4257,SCO4317,SCO4407,SCO5476,SCO5733,SCO5822,SCO6003,SCO6204,SCO6205,SCO6545,SCO6582,SCO6791,SCO6792,SCO6793,SCO7038,SCO7172,SCO7176,SCO7177,SCO7222,SCO7364,SCO7365",36,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6796,LIB#15:E10; LIB#15:F10,SCO6796,Q9L236,unreviewed,Q9L236_STRCO,DUF742 domain-containing protein,cvnC7 SCO6796 SC1A2.05,126.0,,Q9L236,unreviewed,Q9L236_STRCO,DUF742 domain-containing protein,cvnC7 SCO6796 SC1A2.05,126.0,,sco:SCO6796,,0,,0,,0,False,,0,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6801,LIB#15:G10; LIB#15:H10,SCO6801,Q9L231,unreviewed,Q9L231_STRCO,LysR-family transcriptional regulator,SCO6801 SC1A2.10,300.0,,Q9L231,unreviewed,Q9L231_STRCO,LysR-family transcriptional regulator,SCO6801 SC1A2.10,300.0,,sco:SCO6801,GO:0003700;GO:0006355,2,,0,"SCO5803,SCO6802",2,False,,0,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
SCO6802,LIB#15:A11; LIB#15:B11,SCO6802,Q9L230,unreviewed,Q9L230_STRCO,DNA-binding protein,SCO6802 SC1A2.11,192.0,,Q9L230,unreviewed,Q9L230_STRCO,DNA-binding protein,SCO6802 SC1A2.11,192.0,,sco:SCO6802,,0,,0,SCO6802,1,True,"SCO6801,SCO6802",2,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,
SCO6808,LIB#15:C11; LIB#15:D11,SCO6808,Q9L224,unreviewed,Q9L224_STRCO,ArsR-family transcriptional regulator,SCO6808 SC1A2.17c,120.0,,Q9L224,unreviewed,Q9L224_STRCO,ArsR-family transcriptional regulator,SCO6808 SC1A2.17c,120.0,,sco:SCO6808,GO:0003700;GO:0006355,2,,0,SCO5803,1,True,"SCO0116,SCO0117,SCO0478,SCO1108,SCO1109,SCO1515,SCO2383,SCO2811,SCO2812,SCO3695,SCO3696,SCO4037,SCO4167,SCO4168,SCO5329,SCO5332,SCO5608,SCO5639,SCO5789,SCO6627,SCO6628,SCO6633,SCO6811,SCO6812,SCO6821,SCO6828,SCO6829,SCO6830,SCO6831,SCO7000,SCO7001,SCO7090,SCO7514",33,False,True,True,False,False,2,False,False,False,False,False,False,False,False,False,
